,date,team1,score1,team2,score2
1253,2016-03-20,CPH Wolves,3,Ancient,16
1254,2016-03-20,Ancient,16,CPH Wolves,11
1255,2016-03-20,AGG,16,dignitas,3
1256,2016-03-20,dignitas,16,AGG,10
1257,2016-03-20,dignitas,16,AGG,8
1258,2016-03-20,mousesports,13,FlipSid3,16
1259,2016-03-20,Liquid,16,CLG,8
1260,2016-03-20,CLG,19,Liquid,17
1261,2016-03-20,Liquid,16,CLG,7
1262,2016-03-20,Natus Vincere,16,EnVyUs,11
1263,2016-03-20,Natus Vincere,16,EnVyUs,7
1264,2016-03-20,dignitas,11,Astralis,16
1265,2016-03-20,Selfless,10,Winterfox,16
1266,2016-03-20,dignitas,5,Astralis,16
1267,2016-03-20,Winterfox,5,Selfless,16
1268,2016-03-21,Liquid,16,CLG,5
1269,2016-03-21,Liquid,22,CLG,19
1270,2016-03-21,Splyce,11,Luminosity,16
1271,2016-03-21,Cloud9,17,Liquid,19
1272,2016-03-21,Liquid,7,Cloud9,16
1273,2016-03-21,Cloud9,16,Liquid,5
1274,2016-03-21,Luminosity,16,Splyce,8
1275,2016-03-21,ENCE,10,AGG,16
1276,2016-03-21,ENCE,6,AGG,16
1277,2016-03-21,ALTERNATE aTTaX,16,Enso,13
1278,2016-03-21,HellRaisers,16,Arcade,13
1279,2016-03-21,SK,16,LDLC Blue,1
1280,2016-03-21,LDLC Blue,16,SK,14
1281,2016-03-21,LDLC Blue,3,SK,16
1282,2016-03-21,RCTIC,16,eXtatus,13
1283,2016-03-21,eXtatus,5,RCTIC,16
1284,2016-03-21,Alpha,16,Nevermad,13
1285,2016-03-21,Nevermad,9,Alpha,16
1286,2016-03-21,AGG,14,Empire,16
1287,2016-03-21,eXplosive,8,Ancient,16
1288,2016-03-21,Empire,6,Ancient,16
1289,2016-03-21,Empire,6,Ancient,16
1290,2016-03-21,SK,8,FlipSid3,16
1291,2016-03-21,FlipSid3,16,SK,12
1292,2016-03-21,k1ck,5,CSGL,16
1293,2016-03-21,k1ck,17,CSGL,19
1294,2016-03-21,TSM,16,Luminosity,11
1295,2016-03-21,TSM,6,Luminosity,16
1296,2016-03-21,TSM,2,Luminosity,16
1297,2016-03-22,Cloud9,16,NRG,12
1298,2016-03-22,Cloud9,16,NRG,5
1299,2016-03-22,Winterfox,16,compLexity,12
1300,2016-03-22,NRG,16,Vault,10
1301,2016-03-22,Vault,9,NRG,16
1302,2016-03-22,compLexity,14,Winterfox,16
1303,2016-03-22,AllGamers,2,EDG,16
1304,2016-03-22,AllGamers,5,EDG,16
1305,2016-03-22,HG,5,VG.CyberZen,16
1306,2016-03-22,VG.CyberZen,16,HG,14
1307,2016-03-22,ENCE,7,AGG,16
1308,2016-03-22,AGG,19,ENCE,17
1309,2016-03-22,ALTERNATE aTTaX,10,HellRaisers,16
1310,2016-03-22,HellRaisers,16,ALTERNATE aTTaX,11
1311,2016-03-22,Enso,16,eXtatus,12
1312,2016-03-22,Enso,19,eXtatus,16
1313,2016-03-22,FlipSid3,16,SK,10
1314,2016-03-22,TogetherAsOne,13,CS-GO.rs,16
1315,2016-03-22,PENTA,16,Epsilon,3
1316,2016-03-22,Epsilon,16,PENTA,7
1317,2016-03-22,Epsilon,19,PENTA,16
1318,2016-03-22,Platinium,14,Orgless,16
1319,2016-03-22,Platinium,10,Orgless,16
1320,2016-03-22,FlipSid3,13,SK,16
1321,2016-03-22,iNation,16,SuperMassive,7
1322,2016-03-22,HellRaisers,13,Ancient,16
1323,2016-03-22,Ancient,5,HellRaisers,16
1324,2016-03-22,HellRaisers,16,Ancient,9
1325,2016-03-22,RB,9,Deathtrap,16
1326,2016-03-22,mousesports,16,dignitas,19
1327,2016-03-22,mousesports,10,dignitas,16
1328,2016-03-23,Rhythm,21,Insolent,15
1329,2016-03-23,OpTic,10,Selfless,16
1330,2016-03-23,OpTic,14,Selfless,16
1331,2016-03-23,Broken Alliance,16,TNT,4
1332,2016-03-23,Splyce,4,Renegades,16
1333,2016-03-23,Winterfox,10,NRG,16
1334,2016-03-23,CLG,16,Tempo Storm,11
1335,2016-03-23,CLG,16,Tempo Storm,6
1336,2016-03-23,Braindead,16,h00liGaNz,12
1337,2016-03-23,Renegades,16,Splyce,6
1338,2016-03-23,NRG,16,Winterfox,12
1339,2016-03-23,One,13,Mist Globals,16
1340,2016-03-23,CSGL,16,Fluffy Gangsters,14
1341,2016-03-23,Method,12,Orgless,16
1342,2016-03-23,FlipSid3,13,fnatic,16
1343,2016-03-23,CPH Wolves,10,LDLC Blue,16
1344,2016-03-23,Empire,3,Planetkey,16
1345,2016-03-23,Planetkey,12,Empire,16
1346,2016-03-23,Planetkey,16,Empire,8
1347,2016-03-23,E-frag.net,10,YP,16
1348,2016-03-23,FlipSid3,14,fnatic,16
1349,2016-03-23,LDLC Blue,16,YP,10
1350,2016-03-23,LDLC Blue,7,YP,16
1351,2016-03-23,YP,16,LDLC Blue,12
1352,2016-03-23,PENTA,9,Gambit,16
1353,2016-03-23,Gambit,22,PENTA,20
1354,2016-03-23,NiP,16,Astralis,8
1355,2016-03-23,NiP,16,Astralis,4
1356,2016-03-24,KKona,13,Luminosity,16
1357,2016-03-24,Insomnia,16,PSISTORM,12
1358,2016-03-24,Third pupil,16,SYG,7
1359,2016-03-24,Luminosity,16,KKona,5
1360,2016-03-24,Cloud9,16,Winterfox,7
1361,2016-03-24,Selfless,16,NRG,5
1362,2016-03-24,NRG,18,Selfless,22
1363,2016-03-24,Wet Bandits,4,Kitfoxes,16
1364,2016-03-24,Cloud9,16,Winterfox,3
1365,2016-03-24,Grimalkin,9,Young Money Militia,16
1366,2016-03-24,Insomnia,8,Third pupil,16
1367,2016-03-24,@SNULLE,2,!nsurgents,16
1368,2016-03-24,Playing Ducks,16,Vacuous Baboons,4
1369,2016-03-24,FAB,16,Ollebolle,0
1370,2016-03-24,AfterClap,1,GamersLeague,16
1371,2016-03-24,Telos,1,Space Soldiers,16
1372,2016-03-24,eXtatus,16,Inside,3
1373,2016-03-24,Recursive,16,fLYVERNE,0
1374,2016-03-24,Influx Nordic,0,Aquiver.RED,16
1375,2016-03-24,Iwku,16,SvQmmerICruzares,2
1376,2016-03-24,Publiclir.se,16,Wicked,5
1377,2016-03-24,Orbit,16,Skal du begraves?,11
1378,2016-03-24,Dem Boyz,5,Flash,16
1379,2016-03-24,Tog,1,Tricked,16
1380,2016-03-24,Heroic,16,aNimus,5
1381,2016-03-24,Plantronics,16,Tekweb,5
1382,2016-03-24,Bar r?v og sandaler,8,n0_0rg,16
1383,2016-03-24,the pickles,2,WinOut,16
1384,2016-03-24,temporary,9,Epiphany Bolt,16
1385,2016-03-24,Epsilon,16,walkover,8
1386,2016-03-24,seven,6,Alpha,16
1387,2016-03-24,Fox Stratos,16,naptoR.Factory,5
1388,2016-03-24,Preparation,16,SesiBaren,2
1389,2016-03-24,BX3,9,malefiQ,16
1390,2016-03-24,Aquiver.BLU,19,hiddenOP,16
1391,2016-03-24,Krydsild,16,WDHA,11
1392,2016-03-24,Fragsters,16,Eastern Vikings,13
1393,2016-03-24,Quantaya,16,Bananaboys,19
1394,2016-03-24,OBEY,16,eNergy,14
1395,2016-03-24,FOXTROT,14,404OrgNotFound,16
1396,2016-03-24,Isak,19,WarMonkeys,17
1397,2016-03-24,Tekweb,16,Influx Nordic,2
1398,2016-03-24,Skal du begraves?,16,@SNULLE,1
1399,2016-03-24,Orbit,16,!nsurgents,5
1400,2016-03-24,aNimus,16,Tog,3
1401,2016-03-24,seven,16,FOXTROT,1
1402,2016-03-24,Recursive,2,Bananaboys,16
1403,2016-03-24,fLYVERNE,2,Quantaya,16
1404,2016-03-24,naptoR.Factory,16,SesiBaren,4
1405,2016-03-24,walkover,3,Dem Boyz,16
1406,2016-03-24,Space Soldiers,16,eXtatus,3
1407,2016-03-24,temporary,4,Bar r?v og sandaler,16
1408,2016-03-24,WDHA,7,eNergy,16
1409,2016-03-24,Isak,3,Fragsters,16
1410,2016-03-24,Epiphany Bolt,16,n0_0rg,9
1411,2016-03-24,Ollebolle,5,Wicked,16
1412,2016-03-24,Epsilon,16,Flash,8
1413,2016-03-24,Tricked,16,Heroic,4
1414,2016-03-24,BX3,16,the pickles,4
1415,2016-03-24,Iwku,16,GamersLeague,3
1416,2016-03-24,hiddenOP,16,Vacuous Baboons,10
1417,2016-03-24,Alpha,16,404OrgNotFound,4
1418,2016-03-24,Aquiver.RED,10,Plantronics,16
1419,2016-03-24,Krydsild,16,OBEY,10
1420,2016-03-24,Playing Ducks,16,Aquiver.BLU,12
1421,2016-03-24,SvQmmerICruzares,16,AfterClap,13
1422,2016-03-24,malefiQ,9,WinOut,16
1423,2016-03-24,Telos,14,Inside,16
1424,2016-03-24,Fox Stratos,13,Preparation,16
1425,2016-03-24,Eastern Vikings,16,WarMonkeys,12
1426,2016-03-24,Publiclir.se,19,FAB,15
1427,2016-03-24,Inside,1,eXtatus,16
1428,2016-03-24,Bar r?v og sandaler,1,n0_0rg,16
1429,2016-03-24,Aquiver.RED,16,Tekweb,1
1430,2016-03-24,naptoR.Factory,16,Fox Stratos,2
1431,2016-03-24,SvQmmerICruzares,6,GamersLeague,16
1432,2016-03-24,Flash,16,Dem Boyz,6
1433,2016-03-24,Heroic,16,aNimus,11
1434,2016-03-24,Skal du begraves?,16,!nsurgents,11
1435,2016-03-24,Quantaya,12,Recursive,16
1436,2016-03-24,Aquiver.BLU,16,hiddenOP,11
1437,2016-03-24,BX3,16,malefiQ,6
1438,2016-03-24,OBEY,16,eNergy,7
1439,2016-03-24,404OrgNotFound,16,seven,11
1440,2016-03-24,Isak,16,Eastern Vikings,14
1441,2016-03-24,Wicked,6,FAB,16
1442,2016-03-24,AGG,4,Escape,16
1443,2016-03-24,Skal du begraves?,8,404OrgNotFound,16
1444,2016-03-24,404OrgNotFound,16,Skal du begraves?,11
1445,2016-03-24,naptoR.Factory,2,Bananaboys,16
1446,2016-03-24,naptoR.Factory,2,Bananaboys,16
1447,2016-03-24,Orbit,16,OBEY,1
1448,2016-03-24,OBEY,3,Orbit,16
1449,2016-03-24,Epsilon,16,Heroic,6
1450,2016-03-24,Heroic,8,Epsilon,16
1451,2016-03-24,Space Soldiers,16,Flash,7
1452,2016-03-24,Space Soldiers,16,Flash,5
1453,2016-03-24,Recursive,5,Iwku,16
1454,2016-03-24,Recursive,11,Iwku,16
1455,2016-03-24,WinOut,16,eXtatus,12
1456,2016-03-24,eXtatus,6,WinOut,16
1457,2016-03-24,Playing Ducks,11,Isak,16
1458,2016-03-24,Isak,16,Playing Ducks,9
1459,2016-03-24,Aquiver.RED,14,Fragsters,16
1460,2016-03-24,Aquiver.RED,6,Fragsters,16
1461,2016-03-24,Aquiver.BLU,7,Krydsild,16
1462,2016-03-24,Aquiver.BLU,16,Krydsild,19
1463,2016-03-24,Publiclir.se,16,GamersLeague,7
1464,2016-03-24,GamersLeague,16,Publiclir.se,13
1465,2016-03-24,Publiclir.se,16,GamersLeague,6
1466,2016-03-24,Tricked,16,FAB,9
1467,2016-03-24,Tricked,6,FAB,16
1468,2016-03-24,Tricked,12,FAB,16
1469,2016-03-24,Epiphany Bolt,16,BX3,14
1470,2016-03-24,BX3,16,Epiphany Bolt,9
1471,2016-03-24,BX3,16,Epiphany Bolt,14
1472,2016-03-24,n0_0rg,5,Plantronics,16
1473,2016-03-24,Plantronics,16,n0_0rg,1
1474,2016-03-24,aimclub,16,neXtPlease!,11
1475,2016-03-24,Bpro,16,XPC,12
1476,2016-03-24,CSGL,11,Escape,16
1477,2016-03-24,CSGL,16,Escape,8
1478,2016-03-24,CSGL,19,Escape,22
1479,2016-03-24,k1ck,13,Torpedo,16
1480,2016-03-24,k1ck,10,Torpedo,16
1481,2016-03-24,ALTERNATE aTTaX,16,AGG,9
1482,2016-03-24,ALTERNATE aTTaX,14,AGG,16
1483,2016-03-24,AGG,16,ALTERNATE aTTaX,4
1484,2016-03-24,Alpha,12,Bananaboys,16
1485,2016-03-24,Bananaboys,14,Alpha,16
1486,2016-03-24,Alpha,16,Bananaboys,13
1487,2016-03-24,Isak,4,Epsilon,16
1488,2016-03-24,Epsilon,16,Isak,1
1489,2016-03-24,Iwku,16,Krydsild,5
1490,2016-03-24,Iwku,16,Krydsild,5
1491,2016-03-24,Plantronics,16,WinOut,5
1492,2016-03-24,WinOut,8,Plantronics,16
1493,2016-03-24,Fragsters,16,FAB,7
1494,2016-03-24,Fragsters,16,FAB,7
1495,2016-03-24,Space Soldiers,16,BX3,10
1496,2016-03-24,BX3,7,Space Soldiers,16
1497,2016-03-24,Preparation,16,404OrgNotFound,7
1498,2016-03-24,Preparation,16,404OrgNotFound,13
1499,2016-03-24,Publiclir.se,16,Orbit,9
1500,2016-03-24,Orbit,16,Publiclir.se,8
1501,2016-03-24,Publiclir.se,16,Orbit,11
1502,2016-03-24,YP,7,Escape,16
1503,2016-03-24,YP,7,Escape,16
1504,2016-03-25,Lucendi Azolt,21,8 Minded,19
1505,2016-03-25,KKona,16,Obey.Alliance,12
1506,2016-03-25,Obey.Alliance,16,KKona,5
1507,2016-03-25,Obey.Alliance,16,KKona,13
1508,2016-03-25,DSS,11,Booty Clappers,16
1509,2016-03-25,One,16,Devour,14
1510,2016-03-25,Insolent,16,Lucendi Azolt,7
1511,2016-03-25,Booty Clappers,16,One,5
1512,2016-03-25,HellRaisers,16,Space Soldiers,6
1513,2016-03-25,RCTIC,7,Iwku,16
1514,2016-03-25,Alpha,10,CPH Wolves,16
1515,2016-03-25,Publiclir.se,16,ENCE,13
1516,2016-03-25,SK,16,Plantronics,7
1517,2016-03-25,dignitas,16,Fragsters,7
1518,2016-03-25,E-frag.net,16,Epsilon,8
1519,2016-03-25,ALTERNATE aTTaX,8,Preparation,16
1520,2016-03-25,Wyvern Ladies,4,Karma,16
1521,2016-03-25,Karma,16,Wyvern Ladies,4
1522,2016-03-25,CLG Red,16,mCon fe,10
1523,2016-03-25,mCon fe,9,CLG Red,16
1524,2016-03-25,Orbit fe,9,Secret fe,16
1525,2016-03-25,Orbit fe,6,Secret fe,16
1526,2016-03-25,doyoueven fe,16,ENYO fe,5
1527,2016-03-25,doyoueven fe,16,ENYO fe,1
1528,2016-03-25,HellRaisers,16,Iwku,11
1529,2016-03-25,Planetkey fe,5,Exertus fe,16
1530,2016-03-25,Exertus fe,16,Planetkey fe,8
1531,2016-03-25,Space Soldiers,16,RCTIC,6
1532,2016-03-25,ALTERNATE aTTaX,16,Fragsters,4
1533,2016-03-25,dignitas,16,Preparation,14
1534,2016-03-25,Epsilon,16,Alpha,6
1535,2016-03-25,E-frag.net,9,CPH Wolves,16
1536,2016-03-25,ENCE,7,Plantronics,16
1537,2016-03-25,Publiclir.se,8,SK,16
1538,2016-03-25,ALSEN fe,16,nKnown fe,7
1539,2016-03-25,nKnown fe,3,ALSEN fe,16
1540,2016-03-25,Iwku,7,Space Soldiers,16
1541,2016-03-25,Epsilon,14,E-frag.net,16
1542,2016-03-25,Publiclir.se,19,Plantronics,15
1543,2016-03-25,Preparation,16,ALTERNATE aTTaX,11
1544,2016-03-25,LGB fe,16,doyoueven fe,5
1545,2016-03-25,LGB fe,9,doyoueven fe,16
1546,2016-03-25,LGB fe,16,doyoueven fe,7
1547,2016-03-25,Exertus fe,13,LDLC fe,16
1548,2016-03-25,LDLC fe,10,Exertus fe,16
1549,2016-03-25,Exertus fe,16,LDLC fe,11
1550,2016-03-25,YP Ladies,16,Rize fe,2
1551,2016-03-25,Rize fe,3,YP Ladies,16
1552,2016-03-25,Millenium fe,16,Area08 fe,7
1553,2016-03-25,Millenium fe,19,Area08 fe,17
1554,2016-03-25,HellRaisers,16,Preparation,5
1555,2016-03-25,HellRaisers,17,Preparation,19
1556,2016-03-25,HellRaisers,16,Preparation,8
1557,2016-03-25,Fluffy Gangsters,16,AGG,13
1558,2016-03-25,PENTA,13,Arcade,16
1559,2016-03-25,dignitas,6,E-frag.net,16
1560,2016-03-25,E-frag.net,8,dignitas,16
1561,2016-03-25,dignitas,14,E-frag.net,16
1562,2016-03-25,CLG Red,16,YP Ladies,13
1563,2016-03-25,CLG Red,16,YP Ladies,4
1564,2016-03-25,Planetkey fe,3,LDLC fe,16
1565,2016-03-25,LDLC fe,16,Planetkey fe,9
1566,2016-03-25,Millenium fe,5,Secret fe,16
1567,2016-03-25,Secret fe,16,Millenium fe,8
1568,2016-03-25,Karma,16,ALSEN fe,6
1569,2016-03-25,Karma,16,ALSEN fe,5
1570,2016-03-25,Empire,16,k1ck,7
1571,2016-03-25,Torpedo,16,Binary Dragons,10
1572,2016-03-25,doyoueven fe,16,ENYO fe,6
1573,2016-03-25,doyoueven fe,16,ENYO fe,2
1574,2016-03-25,KoN Denmark,9,KoN Norway,16
1575,2016-03-25,CS-GO.rs,6,Bpro,16
1576,2016-03-25,Torpedo,17,Empire,19
1577,2016-03-25,Empire,10,Torpedo,16
1578,2016-03-25,Torpedo,16,Empire,7
1579,2016-03-25,KoN Sweden,16,KoN Norway,11
1580,2016-03-25,Space Soldiers,1,SK,16
1581,2016-03-25,Space Soldiers,16,SK,14
1582,2016-03-25,Space Soldiers,16,SK,7
1583,2016-03-25,Rize fe,9,mCon fe,16
1584,2016-03-25,mCon fe,16,Rize fe,2
1585,2016-03-25,Wyvern Ladies,16,nKnown fe,4
1586,2016-03-25,nKnown fe,4,Wyvern Ladies,16
1587,2016-03-25,Orbit fe,8,Area08 fe,16
1588,2016-03-25,Orbit fe,16,Area08 fe,2
1589,2016-03-25,Orbit fe,8,Area08 fe,16
1590,2016-03-25,Publiclir.se,16,CPH Wolves,10
1591,2016-03-25,CPH Wolves,12,Publiclir.se,16
1592,2016-03-25,KoN Finland,12,KoN Sweden,16
1593,2016-03-25,ALSEN fe,19,Wyvern Ladies,17
1594,2016-03-25,Wyvern Ladies,11,ALSEN fe,16
1595,2016-03-25,YP Ladies,16,mCon fe,8
1596,2016-03-25,YP Ladies,16,mCon fe,11
1597,2016-03-25,Area08 fe,1,Millenium fe,16
1598,2016-03-25,Millenium fe,16,Area08 fe,11
1599,2016-03-26,ALSEN fe,5,YP Ladies,16
1600,2016-03-26,ALSEN fe,16,YP Ladies,11
1601,2016-03-26,ALSEN fe,6,YP Ladies,16
1602,2016-03-26,LDLC fe,14,doyoueven fe,16
1603,2016-03-26,LDLC fe,16,doyoueven fe,7
1604,2016-03-26,LDLC fe,16,doyoueven fe,12
1605,2016-03-26,Publiclir.se,12,HellRaisers,16
1606,2016-03-26,Publiclir.se,10,HellRaisers,16
1607,2016-03-26,Millenium fe,16,Karma,7
1608,2016-03-26,Karma,8,Millenium fe,16
1609,2016-03-26,Secret fe,16,YP Ladies,9
1610,2016-03-26,YP Ladies,3,Secret fe,16
1611,2016-03-26,CLG Red,16,LDLC fe,8
1612,2016-03-26,CLG Red,16,LDLC fe,1
1613,2016-03-26,Exertus fe,16,LGB fe,7
1614,2016-03-26,LGB fe,16,Exertus fe,19
1615,2016-03-26,Space Soldiers,17,E-frag.net,19
1616,2016-03-26,Space Soldiers,4,E-frag.net,16
1617,2016-03-26,Millenium fe,16,CLG Red,13
1618,2016-03-26,Millenium fe,8,CLG Red,16
1619,2016-03-26,Millenium fe,10,CLG Red,16
1620,2016-03-26,Secret fe,16,Exertus fe,14
1621,2016-03-26,Exertus fe,9,Secret fe,16
1622,2016-03-26,Arcade,16,Fluffy Gangsters,3
1623,2016-03-26,Arcade,16,Fluffy Gangsters,13
1624,2016-03-26,CLG Red,1,Secret fe,16
1625,2016-03-26,CLG Red,5,Secret fe,16
1626,2016-03-26,HellRaisers,25,E-frag.net,23
1627,2016-03-26,E-frag.net,5,HellRaisers,16
1628,2016-03-27,Millenium,16,LDLC Blue,10
1629,2016-03-27,Millenium,16,LDLC Blue,14
1630,2016-03-27,Deathtrap,16,SuperMassive,3
1631,2016-03-27,Millenium,16,Platinium,6
1632,2016-03-27,Millenium,16,Platinium,14
1633,2016-03-27,aimclub,16,iNation,7
1634,2016-03-27,eXplosive,16,Preparation,14
1635,2016-03-27,Iwku,5,Ancient,16
1636,2016-03-27,LDLC Blue,16,Dead Pixels,5
1637,2016-03-27,RB,11,TogetherAsOne,16
1638,2016-03-27,eXplosive,5,Ancient,16
1639,2016-03-27,eXplosive,6,Ancient,16
1640,2016-03-27,Rasta,14,PRIDE,16
1641,2016-03-27,PRIDE,12,Rasta,16
1642,2016-03-27,Rasta,16,PRIDE,5
1643,2016-03-28,Millenium,16,LDLC Blue,12
1644,2016-03-28,CPH Wolves,9,CSGL,16
1645,2016-03-28,CSGL,6,CPH Wolves,16
1646,2016-03-28,CPH Wolves,7,CSGL,16
1647,2016-03-28,RCTIC,15,Empire,15
1648,2016-03-28,Ancient,16,CSGL,19
1649,2016-03-28,CSGL,16,Ancient,8
1650,2016-03-28,RAIDERS,11,visomvet,16
1651,2016-03-28,visomvet,16,RAIDERS,10
1652,2016-03-29,NiP,19,FlipSid3,17
1653,2016-03-29,mousesports,13,Luminosity,16
1654,2016-03-29,FaZe,11,Liquid,16
1655,2016-03-29,fnatic,16,Splyce,5
1656,2016-03-29,CLG,16,EnVyUs,8
1657,2016-03-29,Gambit,10,Astralis,16
1658,2016-03-29,Natus Vincere,16,Cloud9,9
1659,2016-03-30,G2,1,Virtus.pro,16
1660,2016-03-30,mousesports,31,FlipSid3,28
1661,2016-03-30,AGG,16,Method,1
1662,2016-03-30,Method,16,AGG,8
1663,2016-03-30,Method,5,AGG,16
1664,2016-03-30,Splyce,3,FaZe,16
1665,2016-03-30,Deathtrap,16,TogetherAsOne,8
1666,2016-03-30,XPC,9,GameAgents,16
1667,2016-03-30,Gambit,16,EnVyUs,13
1668,2016-03-30,Cloud9,3,G2,16
1669,2016-03-30,NiP,5,Luminosity,16
1670,2016-03-30,fnatic,19,Liquid,22
1671,2016-03-30,CLG,9,Astralis,16
1672,2016-03-31,Virtus.pro,4,Natus Vincere,16
1673,2016-03-31,NiP,16,mousesports,5
1674,2016-03-31,NiP,12,mousesports,16
1675,2016-03-31,mousesports,9,NiP,16
1676,2016-03-31,ALTERNATE aTTaX,19,Torpedo,17
1677,2016-03-31,ALTERNATE aTTaX,4,Torpedo,16
1678,2016-03-31,ALTERNATE aTTaX,15,Torpedo,19
1679,2016-03-31,GameAgents,16,CS-GO.rs,12
1680,2016-03-31,fnatic,16,FaZe,10
1681,2016-03-31,fnatic,16,FaZe,6
1682,2016-03-31,iNation,11,Pixel,16
1683,2016-03-31,XPC,16,neXtPlease!,8
1684,2016-03-31,CLG,13,Gambit,16
1685,2016-03-31,CLG,16,Gambit,11
1686,2016-03-31,Gambit,10,CLG,16
1687,2016-04-01,Virtus.pro,16,G2,9
1688,2016-04-01,Virtus.pro,9,G2,16
1689,2016-04-01,G2,7,Virtus.pro,16
1690,2016-04-01,NiP,9,Natus Vincere,16
1691,2016-04-01,NiP,10,Natus Vincere,16
1692,2016-04-01,fnatic,10,Astralis,16
1693,2016-04-01,fnatic,5,Astralis,16
1694,2016-04-01,KoN Denmark,13,KoN Norway,16
1695,2016-04-01,KoN Finland,16,KoN Norway,9
1696,2016-04-01,Bpro,16,TogetherAsOne,9
1697,2016-04-01,CLG,13,Liquid,16
1698,2016-04-01,Liquid,16,CLG,6
1699,2016-04-02,Luminosity,17,Virtus.pro,19
1700,2016-04-02,Virtus.pro,10,Luminosity,16
1701,2016-04-02,Virtus.pro,11,Luminosity,16
1702,2016-04-02,Natus Vincere,16,Astralis,14
1703,2016-04-02,Natus Vincere,16,Astralis,5
1704,2016-04-02,Liquid,15,Luminosity,19
1705,2016-04-02,Luminosity,19,Liquid,16
1706,2016-04-03,PENTA,4,Nevermad,16
1707,2016-04-03,PENTA,16,Nevermad,7
1708,2016-04-03,Americas All-Stars,22,Europe All-Stars,19
1709,2016-04-03,neXtPlease!,16,CS-GO.rs,14
1710,2016-04-03,Natus Vincere,17,Luminosity,19
1711,2016-04-03,Luminosity,16,Natus Vincere,2
1712,2016-04-03,iNation,11,XPC,16
1713,2016-04-04,AGG,2,Epsilon,16
1714,2016-04-04,Epsilon,16,AGG,10
1715,2016-04-04,HellRaisers,6,Escape,16
1716,2016-04-04,Pixel,17,SuperMassive,19
1717,2016-04-04,aimclub,16,Deathtrap,12
1718,2016-04-05,SuperMassive,16,aimclub,9
1719,2016-04-05,RB,8,GameAgents,16
1720,2016-04-06,Renegades,2,NRG,16
1721,2016-04-06,Renegades,13,NRG,16
1722,2016-04-06,HellRaisers,16,AGG,9
1723,2016-04-06,HellRaisers,16,AGG,13
1724,2016-04-06,dignitas,19,XPC,15
1725,2016-04-06,XPC,4,dignitas,16
1726,2016-04-06,Planetkey,17,PENTA,19
1727,2016-04-06,Gambit,16,SK,8
1728,2016-04-06,SK,16,Gambit,5
1729,2016-04-06,CSGL,5,HellRaisers,16
1730,2016-04-06,HellRaisers,16,CSGL,6
1731,2016-04-06,SK,16,AGG,10
1732,2016-04-06,SK,5,AGG,16
1733,2016-04-06,Winterfox,21,Echo Fox,25
1734,2016-04-06,Winterfox,12,Echo Fox,16
1735,2016-04-07,KKona,18,compLexity,22
1736,2016-04-07,compLexity,8,KKona,16
1737,2016-04-07,Obey.Alliance,15,Echo Fox,19
1738,2016-04-07,Echo Fox,16,Obey.Alliance,5
1739,2016-04-07,Obey.Alliance,16,KKona,6
1740,2016-04-07,Obey.Alliance,16,KKona,9
1741,2016-04-07,PENTA,14,Empire,16
1742,2016-04-07,E-frag.net,16,Gambit,3
1743,2016-04-07,E-frag.net,16,Gambit,6
1744,2016-04-07,NiP,16,FlipSid3,4
1745,2016-04-07,HellRaisers,16,SK,14
1746,2016-04-07,HellRaisers,16,SK,12
1747,2016-04-07,FlipSid3,8,NiP,16
1748,2016-04-07,Bpro,16,Deathtrap,8
1749,2016-04-07,Method,9,nerdRage,16
1750,2016-04-07,nerdRage,11,Method,16
1751,2016-04-07,Method,5,nerdRage,16
1752,2016-04-07,Space Soldiers,16,GODSENT,10
1753,2016-04-07,GODSENT,5,Space Soldiers,16
1754,2016-04-07,Virtus.pro,11,SK,16
1755,2016-04-07,Pixel,10,aimclub,16
1756,2016-04-07,HellRaisers,14,Gambit,16
1757,2016-04-07,HellRaisers,9,Gambit,16
1758,2016-04-07,Virtus.pro,12,SK,16
1759,2016-04-07,Gambit,16,AGG,14
1760,2016-04-07,Gambit,16,AGG,9
1761,2016-04-07,EnVyUs,14,dignitas,16
1762,2016-04-07,EnVyUs,7,dignitas,16
1763,2016-04-07,Echo Fox,16,KKona,12
1764,2016-04-07,Echo Fox,16,KKona,14
1765,2016-04-08,Cloud9,8,Liquid,16
1766,2016-04-08,Cloud9,5,Liquid,16
1767,2016-04-08,Liquid,16,OpTic,10
1768,2016-04-08,Liquid,16,OpTic,12
1769,2016-04-08,k1ck,16,Imp?rio Multim?dia,2
1770,2016-04-08,Imp?rio Multim?dia,5,k1ck,16
1771,2016-04-08,AlienTech,16,Galatics,6
1772,2016-04-08,Galatics,7,AlienTech,16
1773,2016-04-08,Empire,1,AGG,16
1774,2016-04-08,Empire,3,AGG,16
1775,2016-04-08,HellRaisers,16,mousesports,14
1776,2016-04-08,k1ck,6,k1ck,16
1777,2016-04-08,k1ck,16,k1ck,6
1778,2016-04-08,HellRaisers,17,mousesports,19
1779,2016-04-08,mousesports,11,HellRaisers,16
1780,2016-04-08,k1ck,16,k1ck,14
1781,2016-04-08,mousesports,16,HellRaisers,8
1782,2016-04-08,HellRaisers,9,mousesports,16
1783,2016-04-08,XPC,12,SuperMassive,16
1784,2016-04-08,ENCE,16,Alter Your Ego,2
1785,2016-04-08,ENCE,16,Alter Your Ego,6
1786,2016-04-08,KoN Norway,16,KoN Denmark,11
1787,2016-04-08,Epsilon,16,miMo,5
