date,team1,score1,team2,score2
2016-02-26 00:00:00,MVP.karnal,16,dream[S]cape,10
2016-02-26 00:00:00,Liquid,20,HellRaisers,22
2016-02-26 00:00:00,Emc,14,Devcat,16
2016-02-26 00:00:00,J2G,16,MiTH,3
2016-02-26 00:00:00,MiTH,12,J2G,16
2016-02-26 00:00:00,MiTH,16,J2G,10
2016-02-26 00:00:00,VexX,7,Obey.Alliance,16
2016-02-26 00:00:00,VexX,11,Obey.Alliance,16
2016-02-26 00:00:00,Obey.Alliance,14,VexX,16
2016-02-25 00:00:00,SK,10,Vexed,16
2016-02-25 00:00:00,CPH Wolves,12,ENCE,16
2016-02-25 00:00:00,CPH Wolves,10,ENCE,16
2016-02-25 00:00:00,Torpedo,16,Orgless,3
2016-02-25 00:00:00,Torpedo,16,Orgless,8
2016-02-25 00:00:00,nerdRage,7,k1ck,16
2016-02-25 00:00:00,k1ck,16,nerdRage,12
2016-02-25 00:00:00,Astralis,12,fnatic,16
2016-02-25 00:00:00,fnatic,16,Astralis,13
2016-02-25 00:00:00,fnatic,16,Astralis,2
2016-02-25 00:00:00,k1ck,16,LDLC White,12
2016-02-25 00:00:00,k1ck,13,LDLC White,16
2016-02-25 00:00:00,k1ck,16,LDLC White,10
2016-02-25 00:00:00,Empire,16,Enso,8
2016-02-25 00:00:00,Enso,6,Empire,16
2016-02-25 00:00:00,MVP project,16,T5,4
2016-02-25 00:00:00,T5,16,MVP project,13
2016-02-25 00:00:00,MVP project,16,T5,9
2016-02-25 00:00:00,Liquid,16,NRG,12
2016-02-25 00:00:00,QuetzaL,8,CLG,16
2016-02-25 00:00:00,QuetzaL,3,CLG,16
2016-02-25 00:00:00,Liquid,14,NRG,16
2016-02-25 00:00:00,Selfless,16,CLG,6
2016-02-25 00:00:00,Bee's Money Crew,16,myRevenge,10
2016-02-25 00:00:00,myRevenge,9,Bee's Money Crew,16
2016-02-25 00:00:00,CLG,16,Selfless,12
2016-02-25 00:00:00,OpTic,16,AGG,7
2016-02-25 00:00:00,OpTic,16,AGG,6
